file,date_time,temperature,conductivity,pressure,oxygen,salinity,depth_label,temperature_flag,conductivity_flag,pressure_flag,oxygen_flag,salinity_flag,sound_speed,sound_speed_flag,salinity_calc,salinity_calc_flag,sound_speed_calc,sound_speed_calc_flag
19101023.mcI,2019-10-10T00:00:10Z,-1.0966,2.57867,45.181,7.476,31.8174,40,0,0,0,0,0,1440.467,0,31.817417552570912,0,1440.3222414830154,0
19101023.mcI,2019-10-10T02:00:10Z,-1.1435,2.57948,45.847,7.489,31.8778,40,0,0,0,0,0,1440.336,0,31.87785477946764,0,1440.1909196156332,0
19101023.mcI,2019-10-10T04:00:10Z,-1.2184,2.58258,46.45,7.225,31.9996,40,0,0,0,0,0,1440.154,0,31.999567486295454,0,1440.00749854705,0
19101023.mcI,2019-10-10T06:00:10Z,-1.1613,2.58479,46.061,7.418,31.9688,40,0,0,0,0,0,1440.378,0,31.96886057102976,0,1440.2323907275568,0
19101023.mcI,2019-10-10T08:00:10Z,-1.1089,2.59088,45.16,7.421,31.9962,40,0,0,0,0,0,1440.65,0,31.996203644134656,0,1440.5047154991648,0
19101023.mcI,2019-10-10T10:00:10Z,-1.0944,2.58392,44.732,7.565,31.8866,40,0,0,0,0,0,1440.564,0,31.886555764798757,0,1440.4188491430427,0
19101023.mcI,2019-10-10T12:00:10Z,-1.167,2.58436,44.86,7.478,31.9699,40,0,0,0,0,0,1440.333,0,31.969814195580472,0,1440.1871281036733,0
19101023.mcI,2019-10-10T14:00:10Z,-1.199,2.58394,45.313,7.24,31.9981,40,0,0,0,0,0,1440.226,0,31.99801852778656,0,1440.0797651930206,0
19101023.mcI,2019-10-10T16:00:10Z,-1.1179,2.5754,45.612,7.506,31.7954,40,0,0,0,0,0,1440.343,0,31.795402035020157,0,1440.1978894455467,0
19101023.mcI,2019-10-10T18:00:10Z,-1.0843,2.57326,45.389,7.498,31.7309,40,0,0,0,0,0,1440.412,0,31.730915254703728,0,1440.2674392416664,0
19101023.mcI,2019-10-10T20:00:10Z,-1.0597,2.57102,44.883,7.546,31.6749,40,0,0,0,0,0,1440.445,0,31.67486981453614,0,1440.3008795880726,0
19101023.mcI,2019-10-10T22:00:10Z,-1.1176,2.57713,44.648,7.515,31.8191,40,0,0,0,0,0,1440.361,0,31.81913080198638,0,1440.2158363856897,0
19101123.mcI,2019-10-11T00:00:10Z,-1.0385,2.56923,44.961,7.63,31.6282,40,0,0,0,0,0,1440.484,0,31.628235805536143,0,1440.3402057909684,0
19101123.mcI,2019-10-11T02:00:10Z,-1.1301,2.58448,45.605,7.527,31.9316,40,0,0,0,0,0,1440.469,0,31.931642995238683,0,1440.3236068210883,0
19101123.mcI,2019-10-11T04:00:10Z,-1.1436,2.58009,46.128,7.302,31.8862,40,0,0,0,0,0,1440.351,0,31.88608065104821,0,1440.2060823603465,0
19101123.mcI,2019-10-11T06:00:10Z,-1.1233,2.58212,46.1,7.539,31.892,40,0,0,0,0,0,1440.456,0,31.892060965015375,0,1440.3105447781356,0
19101123.mcI,2019-10-11T08:00:10Z,-1.288,2.57572,45.261,7.263,31.9812,40,0,0,0,0,0,1439.778,0,31.981219341895155,0,1439.630676058946,0
19101123.mcI,2019-10-11T10:00:10Z,-1.2466,2.57586,44.661,7.388,31.9393,40,0,0,0,0,0,1439.909,0,31.939221705953976,0,1439.7622683831928,0
19101123.mcI,2019-10-11T12:00:10Z,-1.2234,2.57763,44.66,7.294,31.9386,40,0,0,0,0,0,1440.019,0,31.93856143468048,0,1439.8722780557514,0
19101123.mcI,2019-10-11T14:00:10Z,-1.1887,2.58855,45.16,7.288,32.0499,40,0,0,0,0,0,1440.343,0,32.04984015387151,0,1440.1965400872846,0
19101123.mcI,2019-10-11T16:00:10Z,-1.2235,2.57106,45.668,7.301,31.8486,40,0,0,0,0,0,1439.913,0,31.84860615080459,0,1439.76640909083,0
19101123.mcI,2019-10-11T18:00:10Z,-1.2941,2.57972,45.587,7.232,32.0422,40,0,0,0,0,0,1439.837,0,32.04215934338359,0,1439.6891948338678,0
19101123.mcI,2019-10-11T20:00:10Z,-1.2388,2.56925,44.995,7.374,31.8406,40,0,0,0,0,0,1439.818,0,31.840648742556372,0,1439.6716458031506,0
19101123.mcI,2019-10-11T22:00:10Z,-1.201,2.57878,44.514,7.381,31.9303,40,0,0,0,0,0,1440.112,0,31.930397436847944,0,1439.9659258961735,0
19101223.mcI,2019-10-12T00:00:10Z,-1.1407,2.58426,44.658,7.393,31.9405,40,0,0,0,0,0,1440.415,0,31.940516080362368,0,1440.269778253013,0
19101223.mcI,2019-10-12T02:00:10Z,-1.1935,2.57977,45.337,7.371,31.9355,40,0,0,0,0,0,1440.168,0,31.93537725036117,0,1440.0217412979543,0
19101223.mcI,2019-10-12T04:00:10Z,-1.2656,2.58265,46.085,7.203,32.0513,40,0,0,0,0,0,1439.993,0,32.05128598383782,0,1439.8459262543831,0
19101223.mcI,2019-10-12T06:00:10Z,-1.1509,2.58745,46.286,7.376,31.9938,40,0,0,0,0,0,1440.465,0,31.993782717933126,0,1440.319315690681,0
19101223.mcI,2019-10-12T08:00:10Z,-1.2083,2.59312,45.592,7.194,32.1329,40,0,0,0,0,0,1440.369,0,32.13282940477395,0,1440.2221173762907,0
19101223.mcI,2019-10-12T10:00:10Z,-1.1194,2.58272,44.661,7.402,31.8969,40,0,0,0,0,0,1440.458,0,31.896910422107485,0,1440.3125104576773,0
19101223.mcI,2019-10-12T12:00:10Z,-1.0976,2.58897,44.475,7.455,31.9586,40,0,0,0,0,0,1440.642,0,31.958632320426148,0,1440.496789052938,0
19101223.mcI,2019-10-12T14:00:10Z,-1.1536,2.58965,45.006,7.41,32.0274,40,0,0,0,0,0,1440.477,0,32.027339106430375,0,1440.3311577689472,0
19101223.mcI,2019-10-12T16:00:10Z,-1.1847,2.59458,45.685,7.221,32.1274,40,0,0,0,0,0,1440.475,0,32.12732135967845,0,1440.3288341570208,0
19101223.mcI,2019-10-12T18:00:10Z,-1.1997,2.59605,45.858,7.135,32.1634,40,0,0,0,0,0,1440.455,0,32.16334499630837,0,1440.3087260021646,0
19101223.mcI,2019-10-12T20:00:10Z,-1.16,2.59117,45.275,7.304,32.0547,40,0,0,0,0,0,1440.488,0,32.05469440974347,0,1440.3419258233812,0
19101223.mcI,2019-10-12T22:00:10Z,-1.1187,2.59044,44.572,7.375,32.001,40,0,0,0,0,0,1440.6,0,32.00104120253203,0,1440.455065766387,0
19101323.mcI,2019-10-13T00:00:10Z,-1.0999,2.58461,44.475,7.411,31.902,40,0,0,0,0,0,1440.554,0,31.901920004778844,0,1440.409242827768,0
19101323.mcI,2019-10-13T02:00:10Z,-1.1746,2.59038,45.102,7.22,32.0598,40,0,0,0,0,0,1440.422,0,32.05968124008833,0,1440.2762122413164,0
19101323.mcI,2019-10-13T04:00:10Z,-1.1742,2.59513,45.974,7.169,32.1234,40,0,0,0,0,0,1440.524,0,32.12336773987306,0,1440.3782525711358,0
19101323.mcI,2019-10-13T06:00:10Z,-1.2263,2.59835,46.281,7.049,32.2231,40,0,0,0,0,0,1440.416,0,32.22305682546564,0,1440.2692778903756,0
19101323.mcI,2019-10-13T08:00:10Z,-1.1926,2.59321,45.676,7.205,32.1172,40,0,0,0,0,0,1440.424,0,32.11715190257657,0,1440.2772326665001,0
19101323.mcI,2019-10-13T10:00:10Z,-1.1552,2.58701,44.7,7.385,31.9934,40,0,0,0,0,0,1440.419,0,31.99333934943523,0,1440.272651146626,0
19101323.mcI,2019-10-13T12:00:10Z,-1.1832,2.59096,44.378,7.375,32.0772,40,0,0,0,0,0,1440.393,0,32.077218586305165,0,1440.247208163872,0
19101323.mcI,2019-10-13T14:00:10Z,-1.2327,2.59259,44.836,7.18,32.1522,40,0,0,0,0,0,1440.267,0,32.152275051935135,0,1440.1196902230577,0
19101323.mcI,2019-10-13T16:00:10Z,-1.1498,2.58915,45.657,7.225,32.0161,40,0,0,0,0,0,1440.49,0,32.01609104241345,0,1440.3445736733215,0
19101323.mcI,2019-10-13T18:00:10Z,-1.1574,2.59,46.039,7.329,32.0355,40,0,0,0,0,0,1440.487,0,32.03554583662877,0,1440.3407607236945,0
19101323.mcI,2019-10-13T20:00:10Z,-1.1641,2.58245,45.551,7.376,31.9404,40,0,0,0,0,0,1440.318,0,31.94033802287419,0,1440.172267857105,0
19101323.mcI,2019-10-13T22:00:10Z,-1.1478,2.57738,44.76,7.457,31.8545,40,0,0,0,0,0,1440.267,0,31.854547312916313,0,1440.1214011524708,0
19101423.mcI,2019-10-14T00:00:10Z,-1.1125,2.57346,44.447,7.436,31.764,40,0,0,0,0,0,1440.308,0,31.76404474286079,0,1440.162531068439,0
19101423.mcI,2019-10-14T02:00:10Z,-1.1288,2.57493,44.927,7.443,31.8011,40,0,0,0,0,0,1440.288,0,31.800994492108842,0,1440.142410816804,0
19101423.mcI,2019-10-14T04:00:10Z,-1.1129,2.57652,45.977,7.493,31.8051,40,0,0,0,0,0,1440.386,0,31.805077965880013,0,1440.2406837564617,0
19101423.mcI,2019-10-14T06:00:10Z,-1.1376,2.57101,47.476,7.581,31.7556,40,0,0,0,0,0,1440.226,0,31.755606558176318,0,1440.080179350247,0
19101423.mcI,2019-10-14T08:00:10Z,-1.1307,2.57307,46.882,7.589,31.7767,40,0,0,0,0,0,1440.277,0,31.776605404323412,0,1440.1318995069926,0
19101423.mcI,2019-10-14T10:00:10Z,-1.1411,2.57287,44.916,7.508,31.7861,40,0,0,0,0,0,1440.209,0,31.786085920094365,0,1440.0634043407551,0
19101423.mcI,2019-10-14T12:00:10Z,-1.0888,2.5654,44.343,7.649,31.6297,40,0,0,0,0,0,1440.237,0,31.629775422232136,0,1440.092602526774,0
19101423.mcI,2019-10-14T14:00:10Z,-1.1384,2.57302,44.687,7.561,31.7853,40,0,0,0,0,0,1440.217,0,31.785393630008606,0,1440.071665396461,0
19101423.mcI,2019-10-14T16:00:10Z,-0.9556,2.55589,45.67,8.068,31.3608,40,0,0,0,0,0,1440.528,0,31.36073102107302,0,1440.3855397627904,0
19101423.mcI,2019-10-14T18:00:10Z,-1.1438,2.57304,46.374,7.443,31.7904,40,0,0,0,0,0,1440.225,0,31.790395533002172,0,1440.0798280843574,0
19101423.mcI,2019-10-14T20:00:10Z,-1.1736,2.57655,45.957,7.376,31.87,40,0,0,0,0,0,1440.184,0,31.87000543168059,0,1440.038411201822,0
19101423.mcI,2019-10-14T22:00:10Z,-1.2049,2.57881,44.918,7.486,31.9346,40,0,0,0,0,0,1440.106,0,31.934726603640947,0,1439.9596543732587,0
19101523.mcI,2019-10-15T00:00:10Z,-1.0716,2.56045,44.358,7.896,31.5446,40,0,0,0,0,0,1440.204,0,31.544610621621043,0,1440.0599121415448,0
19101523.mcI,2019-10-15T02:00:10Z,-1.1234,2.56613,44.643,7.793,31.676,40,0,0,0,0,0,1440.14,0,31.676029284167416,0,1439.9948305247967,0
19101523.mcI,2019-10-15T04:00:10Z,-1.148,2.57143,45.465,7.663,31.7735,40,0,0,0,0,0,1440.168,0,31.773526509200945,0,1440.022349186261,0
19101523.mcI,2019-10-15T06:00:10Z,-1.1729,2.57912,46.063,7.379,31.9042,40,0,0,0,0,0,1440.235,0,31.90413918041568,0,1440.0895893227882,0
19101523.mcI,2019-10-15T08:00:10Z,-1.2346,2.58449,45.814,7.213,32.0433,40,0,0,0,0,0,1440.126,0,32.0433119869466,0,1439.9789914067887,0
19101523.mcI,2019-10-15T10:00:10Z,-1.2076,2.58056,44.942,7.276,31.9615,40,0,0,0,0,0,1440.13,0,31.96141731393528,0,1439.983225540497,0
19101523.mcI,2019-10-15T12:00:10Z,-1.1444,2.56185,44.319,7.849,31.6404,40,0,0,0,0,0,1439.987,0,31.640335342018215,0,1439.8411625310835,0
19101523.mcI,2019-10-15T14:00:10Z,-1.1439,2.57177,44.563,7.489,31.7743,40,0,0,0,0,0,1440.174,0,31.774328963918936,0,1440.0284724620128,0
19101523.mcI,2019-10-15T16:00:10Z,-1.1523,2.57063,45.359,7.508,31.7673,40,0,0,0,0,0,1440.138,0,31.767285300257566,0,1439.9916831526205,0
19101523.mcI,2019-10-15T18:00:10Z,-1.2162,2.59131,46.134,7.119,32.1164,40,0,0,0,0,0,1440.318,0,32.11632633492872,0,1440.17080335327,0
19101523.mcI,2019-10-15T20:00:10Z,-1.1994,2.58486,46.126,7.192,32.0105,40,0,0,0,0,0,1440.254,0,32.010484877445876,0,1440.1078051712445,0
19101523.mcI,2019-10-15T22:00:10Z,-1.2207,2.59108,45.246,7.147,32.1186,40,0,0,0,0,0,1440.285,0,32.11855498563386,0,1440.13801730068,0
19101623.mcI,2019-10-16T00:00:10Z,-1.1983,2.57342,44.499,7.484,31.8545,40,0,0,0,0,0,1440.022,0,31.854594129833316,0,1439.8761153555379,0
19101623.mcI,2019-10-16T02:00:10Z,-1.151,2.57321,44.553,7.601,31.8015,40,0,0,0,0,0,1440.177,0,31.80142577596279,0,1440.0310270628063,0
19101623.mcI,2019-10-16T04:00:10Z,-1.1656,2.57542,45.264,7.4,31.8465,40,0,0,0,0,0,1440.18,0,31.84654517403429,0,1440.0337429135955,0
19101623.mcI,2019-10-16T06:00:10Z,-1.2211,2.59107,45.938,7.087,32.1184,40,0,0,0,0,0,1440.294,0,32.11843362704422,0,1440.1470900392096,0
19101623.mcI,2019-10-16T08:00:10Z,-1.2645,2.59614,45.884,7.017,32.2342,40,0,0,0,0,0,1440.243,0,32.23431458512459,0,1440.0955879509647,0
19101623.mcI,2019-10-16T10:00:10Z,-1.2204,2.59395,45.095,7.08,32.1574,40,0,0,0,0,0,1440.337,0,32.15743728758019,0,1440.189601617551,0
19101623.mcI,2019-10-16T12:00:10Z,-1.2072,2.58778,44.367,7.162,32.0597,40,0,0,0,0,0,1440.255,0,32.059644883452705,0,1440.1086804177069,0
19101623.mcI,2019-10-16T14:00:10Z,-1.1794,2.58009,44.475,7.32,31.9253,40,0,0,0,0,0,1440.207,0,31.925203722232062,0,1440.0614402702408,0
19101623.mcI,2019-10-16T16:00:10Z,-1.1588,2.5913,45.142,7.168,32.0552,40,0,0,0,0,0,1440.492,0,32.055257390291736,0,1440.3462690232338,0
19101623.mcI,2019-10-16T18:00:10Z,-1.1889,2.5935,46.042,7.127,32.1169,40,0,0,0,0,0,1440.447,0,32.11691132652317,0,1440.3004655440789,0
19101623.mcI,2019-10-16T20:00:10Z,-1.174,2.59331,46.255,7.139,32.0983,40,0,0,0,0,0,1440.496,0,32.09821777002933,0,1440.3497385512417,0
19101623.mcI,2019-10-16T22:00:10Z,-1.1884,2.59265,45.601,7.129,32.1051,40,0,0,0,0,0,1440.426,0,32.10506662275625,0,1440.279734914314,0
19101723.mcI,2019-10-17T00:00:10Z,-1.2245,2.59408,44.723,7.019,32.1638,40,0,0,0,0,0,1440.32,0,32.16384013658817,0,1440.1726850053565,0
19101723.mcI,2019-10-17T02:00:10Z,-1.2125,2.59065,44.535,7.097,32.1044,40,0,0,0,0,0,1440.293,0,32.104320644143705,0,1440.1464819998446,0
19101723.mcI,2019-10-17T04:00:10Z,-1.2103,2.5954,45.086,7.039,32.1664,40,0,0,0,0,0,1440.396,0,32.166345857914344,0,1440.249738169791,0
19101723.mcI,2019-10-17T06:00:10Z,-1.214,2.59601,45.804,7.014,32.1781,40,0,0,0,0,0,1440.407,0,32.17820616595653,0,1440.2596754905019,0
19101723.mcI,2019-10-17T08:00:10Z,-1.2498,2.59925,45.907,6.898,32.2609,40,0,0,0,0,0,1440.349,0,32.260893127225884,0,1440.202174502887,0
19101723.mcI,2019-10-17T10:00:10Z,-1.2423,2.59928,45.261,6.955,32.2536,40,0,0,0,0,0,1440.365,0,32.253600620498716,0,1440.2177355269691,0
19101723.mcI,2019-10-17T12:00:10Z,-1.186,2.59355,44.503,7.103,32.1153,40,0,0,0,0,0,1440.434,0,32.115401544313556,0,1440.28747398498,0
19101723.mcI,2019-10-17T14:00:10Z,-1.2296,2.59489,44.512,7.036,32.1805,40,0,0,0,0,0,1440.314,0,32.180494833489945,0,1440.1674500303784,0
19101723.mcI,2019-10-17T16:00:10Z,-1.25,2.59206,44.97,7.06,32.1636,40,0,0,0,0,0,1440.201,0,32.16356979135786,0,1440.0544566194512,0
19101723.mcI,2019-10-17T18:00:10Z,-1.2392,2.594,45.86,7.032,32.1779,40,0,0,0,0,0,1440.287,0,32.17787809125373,0,1440.1397608368154,0
19101723.mcI,2019-10-17T20:00:10Z,-1.2393,2.59391,46.262,7.03,32.1765,40,0,0,0,0,0,1440.291,0,32.17651695594017,0,1440.1439177460759,0
19101723.mcI,2019-10-17T22:00:10Z,-1.2285,2.59422,45.873,7.049,32.1694,40,0,0,0,0,0,1440.327,0,32.1693601325359,0,1440.1795689326052,0
19101823.mcI,2019-10-18T00:00:10Z,-1.2103,2.58883,44.994,7.003,32.0768,40,0,0,0,0,0,1440.274,0,32.076893489705405,0,1440.1272968532992,0
19101823.mcI,2019-10-18T02:00:10Z,-1.2111,2.58875,44.609,7.078,32.0769,40,0,0,0,0,0,1440.264,0,32.076891718877526,0,1440.1172714259794,0
19101823.mcI,2019-10-18T04:00:10Z,-1.2466,2.59826,44.954,6.992,32.2445,40,0,0,0,0,0,1440.327,0,32.244505631922166,0,1440.1799415583057,0
19101823.mcI,2019-10-18T06:00:10Z,-1.2495,2.60197,45.622,6.884,32.2979,40,0,0,0,0,0,1440.396,0,32.2978624815916,0,1440.2490355425455,0
19101823.mcI,2019-10-18T08:00:10Z,-1.2432,2.60179,45.897,6.86,32.2885,40,0,0,0,0,0,1440.418,0,32.2884367439943,0,1440.2708102190172,0
19101823.mcI,2019-10-18T10:00:10Z,-1.2492,2.5991,45.451,6.863,32.2584,40,0,0,0,0,0,1440.342,0,32.25847322241758,0,1440.1944216502225,0
19101823.mcI,2019-10-18T12:00:10Z,-1.2196,2.59223,44.691,7.025,32.1335,40,0,0,0,0,0,1440.301,0,32.13337828516,0,1440.1543776193212,0
19101823.mcI,2019-10-18T14:00:10Z,-1.2267,2.59327,44.533,7.018,32.1552,40,0,0,0,0,0,1440.294,0,32.15527749315134,0,1440.1475344414266,0
19101823.mcI,2019-10-18T16:00:10Z,-1.2494,2.59667,44.887,6.971,32.2258,40,0,0,0,0,0,1440.288,0,32.2258692465073,0,1440.1402698671682,0
19101823.mcI,2019-10-18T18:00:10Z,-1.2072,2.59212,45.657,7.042,32.118,40,0,0,0,0,0,1440.355,0,32.11798678114787,0,1440.2083472823913,0
19101823.mcI,2019-10-18T20:00:10Z,-1.2188,2.59323,46.24,7.081,32.1453,40,0,0,0,0,0,1440.346,0,32.14521857640598,0,1440.1991644155883,0
19101823.mcI,2019-10-18T22:00:10Z,-1.2201,2.592,46.137,7.049,32.1299,40,0,0,0,0,0,1440.318,0,32.1299143988876,0,1440.1705988246176,0
19101923.mcI,2019-10-19T00:00:10Z,-1.2483,2.60021,45.305,6.912,32.2726,40,0,0,0,0,0,1440.363,0,32.27273768941911,0,1440.2156690112345,0
19101923.mcI,2019-10-19T02:00:10Z,-1.2229,2.59315,44.749,7.008,32.1495,40,0,0,0,0,0,1440.308,0,32.14942784856693,0,1440.1612545623263,0
19101923.mcI,2019-10-19T04:00:10Z,-1.2494,2.59918,44.842,6.979,32.2601,40,0,0,0,0,0,1440.333,0,32.260147214868596,0,1440.1859205430464,0
19101923.mcI,2019-10-19T06:00:10Z,-1.2502,2.60794,45.384,6.721,32.3803,40,0,0,0,0,0,1440.501,0,32.38025939820212,0,1440.353345746731,0
19101923.mcI,2019-10-19T08:00:10Z,-1.2561,2.60393,45.735,6.792,32.3316,40,0,0,0,0,0,1440.413,0,32.33168322107376,0,1440.2650844653442,0
19101923.mcI,2019-10-19T10:00:10Z,-1.2467,2.60018,45.493,6.833,32.2704,40,0,0,0,0,0,1440.371,0,32.270488329690615,0,1440.2232986783333,0
19101923.mcI,2019-10-19T12:00:10Z,-1.2275,2.59405,44.935,7.025,32.1666,40,0,0,0,0,0,1440.312,0,32.1665298449148,0,1440.1654075027116,0
19101923.mcI,2019-10-19T14:00:10Z,-1.237,2.59379,44.982,7.02,32.1732,40,0,0,0,0,0,1440.277,0,32.17317434873034,0,1440.1297661239926,0
19101923.mcI,2019-10-19T16:00:10Z,-1.2434,2.59525,44.987,7.022,32.1999,40,0,0,0,0,0,1440.283,0,32.199972513191774,0,1440.13551720434,0
19101923.mcI,2019-10-19T18:00:10Z,-1.2281,2.59495,45.343,7.011,32.1792,40,0,0,0,0,0,1440.333,0,32.179200397224136,0,1440.186251181819,0
19101923.mcI,2019-10-19T20:00:10Z,-1.2155,2.59346,46.048,7.002,32.1449,40,0,0,0,0,0,1440.358,0,32.14492237070746,0,1440.2114319475834,0
19101923.mcI,2019-10-19T22:00:10Z,-1.2413,2.59863,46.309,6.982,32.2431,40,0,0,0,0,0,1440.372,0,32.24302408795665,0,1440.225087178565,0
19102023.mcI,2019-10-20T00:00:10Z,-1.239,2.60437,45.981,6.836,32.3191,40,0,0,0,0,0,1440.481,0,32.319054756825736,0,1440.3336479966783,0
19102023.mcI,2019-10-20T02:00:10Z,-1.2443,2.59762,45.019,6.994,32.2333,40,0,0,0,0,0,1440.324,0,32.23325472739624,0,1440.17675702824,0
19102023.mcI,2019-10-20T04:00:10Z,-1.2529,2.59774,44.872,6.961,32.2443,40,0,0,0,0,0,1440.295,0,32.244252907542325,0,1440.1481748515666,0
19102023.mcI,2019-10-20T06:00:10Z,-1.2757,2.6019,45.222,6.907,32.3254,40,0,0,0,0,0,1440.302,0,32.3254669059638,0,1440.1547388544952,0
19102023.mcI,2019-10-20T08:00:10Z,-1.28,2.60293,45.6,6.829,32.3441,40,0,0,0,0,0,1440.313,0,32.3439629616147,0,1440.1653059929945,0
19102023.mcI,2019-10-20T10:00:10Z,-1.2524,2.59724,45.542,6.928,32.2365,40,0,0,0,0,0,1440.298,0,32.236487276960574,0,1440.150850512822,0
19102023.mcI,2019-10-20T12:00:10Z,-1.2255,2.59297,45.045,6.999,32.1496,40,0,0,0,0,0,1440.301,0,32.149591118613266,0,1440.153823899069,0
19102023.mcI,2019-10-20T14:00:10Z,-1.2154,2.59162,44.568,7.04,32.1207,40,0,0,0,0,0,1440.302,0,32.12062941369161,0,1440.1552163528042,0
19102023.mcI,2019-10-20T16:00:10Z,-1.219,2.59433,44.622,6.981,32.1614,40,0,0,0,0,0,1440.341,0,32.161395175760944,0,1440.1940213387932,0
19102023.mcI,2019-10-20T18:00:10Z,-1.2232,2.59573,45.063,6.969,32.1847,40,0,0,0,0,0,1440.359,0,32.18473057042585,0,1440.2126253059143,0
19102023.mcI,2019-10-20T20:00:10Z,-1.2151,2.59259,45.773,7.037,32.1329,40,0,0,0,0,0,1440.339,0,32.13280250148849,0,1440.1925223749508,0
19102023.mcI,2019-10-20T22:00:10Z,-1.2021,2.58846,46.93,7.132,32.0618,40,0,0,0,0,0,1440.324,0,32.06190896029595,0,1440.1773869364713,0
19102123.mcI,2019-10-21T00:00:10Z,-1.201,2.58508,47.614,7.151,32.0144,40,0,0,0,0,0,1440.276,0,32.0143030731721,0,1440.1292969974572,0
19102123.mcI,2019-10-21T02:00:10Z,-1.2321,2.59284,47.074,7.022,32.1537,40,0,0,0,0,0,1440.308,0,32.15369628013025,0,1440.1605317759827,0
19102123.mcI,2019-10-21T04:00:10Z,-1.2083,2.5877,45.451,7.16,32.059,40,0,0,0,0,0,1440.267,0,32.05908575946426,0,1440.1201328704065,0
19102123.mcI,2019-10-21T06:00:10Z,-1.2148,2.59035,45.166,7.087,32.1022,40,0,0,0,0,0,1440.29,0,32.102323503904294,0,1440.1429607757116,0
19102123.mcI,2019-10-21T08:00:10Z,-1.2333,2.59236,45.456,7.073,32.1495,40,0,0,0,0,0,1440.27,0,32.149412267841655,0,1440.122938982326,0
19102123.mcI,2019-10-21T10:00:10Z,-1.2564,2.58893,45.583,7.075,32.1273,40,0,0,0,0,0,1440.132,0,32.12738337382649,0,1439.9847834699372,0
19102123.mcI,2019-10-21T12:00:10Z,-1.225,2.59119,45.333,7.058,32.1246,40,0,0,0,0,0,1440.274,0,32.124619171906645,0,1440.1270785938511,0
19102123.mcI,2019-10-21T14:00:10Z,-1.1977,2.58643,44.857,7.169,32.0308,40,0,0,0,0,0,1440.269,0,32.03079691594381,0,1440.122941363986,0
19102123.mcI,2019-10-21T16:00:10Z,-1.1747,2.57735,44.667,7.313,31.8829,40,0,0,0,0,0,1440.176,0,31.88282015428877,0,1440.0296952210972,0
19102123.mcI,2019-10-21T18:00:10Z,-1.1886,2.58021,44.926,7.255,31.9364,40,0,0,0,0,0,1440.186,0,31.936380690871186,0,1440.0398793867967,0
19102123.mcI,2019-10-21T20:00:10Z,-1.1942,2.58333,45.549,7.315,31.9844,40,0,0,0,0,0,1440.235,0,31.98444422582961,0,1440.0881408726052,0
19102123.mcI,2019-10-21T22:00:10Z,-1.1744,2.5736,46.594,7.259,31.8303,40,0,0,0,0,0,1440.137,0,31.83037439695279,0,1439.9912972100494,0
19102223.mcI,2019-10-22T00:00:10Z,-1.1697,2.56793,47.984,7.405,31.7475,40,0,0,0,0,0,1440.07,0,31.747503973476565,0,1439.9241586395328,0
19102223.mcI,2019-10-22T02:00:10Z,-1.1389,2.56693,47.44,7.617,31.7016,40,0,0,0,0,0,1440.146,0,31.701624390867163,0,1440.0004806362574,0
19102223.mcI,2019-10-22T04:00:10Z,-1.161,2.534,46.113,7.897,31.279,40,0,0,0,0,0,1439.447,0,31.278923339224402,0,1439.3026363719564,0
19102223.mcI,2019-10-22T06:00:10Z,-1.136,2.53327,45.395,7.781,31.2433,40,0,0,0,0,0,1439.507,0,31.24335940688043,0,1439.3625658403587,0
19102223.mcI,2019-10-22T08:00:10Z,-1.3604,2.46436,45.24,8.183,30.54,40,0,0,0,0,0,1437.479,0,30.53998453467502,0,1437.3332337048148,0
19102223.mcI,2019-10-22T10:00:10Z,-1.1214,2.52663,45.404,8.045,31.1382,40,0,0,0,0,0,1439.435,0,31.138242971078917,0,1439.2905955107522,0
19102223.mcI,2019-10-22T12:00:10Z,-1.1712,2.51731,45.395,8.088,31.0637,40,0,0,0,0,0,1439.097,0,31.06372593319981,0,1438.951678940135,0
19102223.mcI,2019-10-22T14:00:10Z,-1.3346,2.47003,45.114,8.264,30.5907,40,0,0,0,0,0,1437.67,0,30.59071931338537,0,1437.5239779150302,0
19102223.mcI,2019-10-22T16:00:10Z,-1.4769,2.4443,44.814,8.352,30.3861,40,0,0,0,0,0,1436.704,0,30.386111682821685,0,1436.5563665699601,0
19102223.mcI,2019-10-22T18:00:10Z,-1.4797,2.44765,44.783,8.344,30.4347,40,0,0,0,0,0,1436.756,0,30.434678870341358,0,1436.6080920427685,0
19102223.mcI,2019-10-22T20:00:11Z,-1.565,2.42828,45.155,8.428,30.257,40,0,0,0,0,0,1436.109,0,30.257001813371236,0,1435.9609466846723,0
19102223.mcI,2019-10-22T22:00:10Z,-1.5593,2.42965,45.848,8.423,30.2695,40,0,0,0,0,0,1436.165,0,30.2695214943612,0,1436.0166642617528,0
19102323.mcI,2019-10-23T00:00:11Z,-1.6173,2.42082,46.976,8.459,30.2072,40,0,0,0,0,0,1435.818,0,30.207147604124998,0,1435.6692934354535,0
19102323.mcI,2019-10-23T02:00:10Z,-1.595,2.4228,48.735,8.463,30.2105,40,0,0,0,0,0,1435.959,0,30.210545436812097,0,1435.8103221037532,0
19102323.mcI,2019-10-23T04:00:11Z,-1.5943,2.42302,48.169,8.45,30.2132,40,0,0,0,0,0,1435.957,0,30.21316774440512,0,1435.808153812213,0
19102323.mcI,2019-10-23T06:00:10Z,-1.6165,2.41287,46.62,8.493,30.0978,40,0,0,0,0,0,1435.668,0,30.097782366788053,0,1435.5192071670435,0
