"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 00:00","2019","08","29","00:00","-2.1","","-5.0","","81","","","M","28","","19","","","M","100.04","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 01:00","2019","08","29","01:00","-2.0","","-5.1","","79","","","M","26","","14","","","M","100.04","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 02:00","2019","08","29","02:00","-1.9","","-5.6","","76","","","M","24","","12","","","M","100.08","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 03:00","2019","08","29","03:00","-1.6","","-5.7","","74","","","M","23","","17","","","M","100.07","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 04:00","2019","08","29","04:00","-1.4","","-5.2","","75","","","M","24","","18","","","M","100.07","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 05:00","2019","08","29","05:00","-1.7","","-5.3","","76","","","M","24","","22","","","M","100.10","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 06:00","2019","08","29","06:00","-1.6","","-5.7","","74","","","M","24","","21","","","M","100.13","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 07:00","2019","08","29","07:00","-1.6","","-5.2","","77","","","M","21","","19","","","M","100.14","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 08:00","2019","08","29","08:00","-1.2","","-4.3","","79","","","M","18","","19","","","M","100.17","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 09:00","2019","08","29","09:00","-0.8","","-4.4","","76","","","M","19","","20","","","M","100.17","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 10:00","2019","08","29","10:00","-0.2","","-4.1","","75","","","M","21","","24","","","M","100.19","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 11:00","2019","08","29","11:00","0.0","","-4.9","","70","","","M","23","","19","","","M","100.20","","","","-5","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 12:00","2019","08","29","12:00","-0.1","","-3.7","","77","","","M","24","","26","","","M","100.23","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 13:00","2019","08","29","13:00","-0.4","","-4.2","","76","","","M","23","","23","","","M","100.28","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 14:00","2019","08","29","14:00","-0.6","","-4.8","","73","","","M","22","","20","","","M","100.30","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 15:00","2019","08","29","15:00","-0.6","","-4.4","","75","","","M","25","","17","","","M","100.31","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 16:00","2019","08","29","16:00","-0.7","","-4.1","","78","","","M","26","","18","","","M","100.32","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 17:00","2019","08","29","17:00","-0.5","","-3.6","","80","","","M","24","","15","","","M","100.32","","","","-5","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 18:00","2019","08","29","18:00","-1.1","","-3.2","","86","","","M","25","","18","","","M","100.36","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 19:00","2019","08","29","19:00","-1.5","","-3.0","","90","","","M","26","","10","","","M","100.34","","","","-5","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 20:00","2019","08","29","20:00","-1.9","","-2.7","","94","","","M","27","","9","","","M","100.34","","","","-5","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 21:00","2019","08","29","21:00","-2.1","","-3.0","","93","","","M","29","","7","","","M","100.32","","","","-5","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 22:00","2019","08","29","22:00","-1.8","","-3.1","","91","","","M","34","","11","","","M","100.28","","","","-6","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-29 23:00","2019","08","29","23:00","-1.9","","-3.7","","88","","","M","33","","18","","","M","100.25","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 00:00","2019","08","30","00:00","-1.9","","-3.5","","89","","","M","35","","19","","","M","100.23","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 01:00","2019","08","30","01:00","-2.0","","-3.5","","89","","","M","34","","23","","","M","100.19","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 02:00","2019","08","30","02:00","-1.9","","-3.5","","89","","","M","35","","23","","","M","100.17","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 03:00","2019","08","30","03:00","-1.9","","-3.4","","89","","","M","35","","25","","","M","100.13","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 04:00","2019","08","30","04:00","-1.6","","-2.9","","91","","","M","35","","28","","","M","100.07","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 05:00","2019","08","30","05:00","-1.5","","-3.3","","87","","","M","36","","35","","","M","100.01","","","","-9","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 06:00","2019","08","30","06:00","-1.2","","-3.0","","88","","","M","36","","40","","","M","99.96","","","","-9","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 07:00","2019","08","30","07:00","-1.0","","-3.0","","86","","","M","36","","48","","","M","99.93","","","","-9","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 08:00","2019","08","30","08:00","-0.8","","-2.9","","86","","","M","36","","49","","","M","99.88","","","","-9","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 09:00","2019","08","30","09:00","-0.3","","-2.2","","87","","","M","36","","41","","","M","99.84","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 10:00","2019","08","30","10:00","-0.2","","-2.4","","85","","","M","35","","42","","","M","99.83","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 11:00","2019","08","30","11:00","0.0","","-2.4","","83","","","M","35","","44","","","M","99.79","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 12:00","2019","08","30","12:00","0.4","","-1.7","","85","","","M","35","","43","","","M","99.77","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 13:00","2019","08","30","13:00","0.6","","-1.7","","84","","","M","35","","49","","","M","99.78","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 14:00","2019","08","30","14:00","0.8","","-1.7","","84","","","M","35","","43","","","M","99.79","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 15:00","2019","08","30","15:00","0.7","","-1.6","","84","","","M","35","","46","","","M","99.81","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 16:00","2019","08","30","16:00","0.7","","-1.4","","86","","","M","35","","41","","","M","99.83","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 17:00","2019","08","30","17:00","0.6","","-1.1","","89","","","M","35","","34","","","M","99.90","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 18:00","2019","08","30","18:00","0.5","","-1.2","","88","","","M","35","","40","","","M","99.91","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 19:00","2019","08","30","19:00","0.1","","-1.1","","92","","","M","34","","37","","","M","99.92","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 20:00","2019","08","30","20:00","0.0","","-1.2","","92","","","M","35","","42","","","M","99.93","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 21:00","2019","08","30","21:00","0.0","","-1.4","","90","","","M","35","","37","","","M","99.95","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 22:00","2019","08","30","22:00","-0.1","","-1.5","","91","","","M","36","","47","","","M","99.94","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-30 23:00","2019","08","30","23:00","-0.1","","-1.5","","91","","","M","36","","44","","","M","99.94","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 00:00","2019","08","31","00:00","-0.2","","-1.4","","92","","","M","36","","45","","","M","99.95","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 01:00","2019","08","31","01:00","-0.2","","-1.8","","89","","","M","36","","33","","","M","100.00","","","","-7","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 02:00","2019","08","31","02:00","-0.5","","-1.8","","91","","","M","36","","34","","","M","100.01","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 03:00","2019","08","31","03:00","-0.6","","-1.8","","91","","","M","35","","42","","","M","100.00","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 04:00","2019","08","31","04:00","-0.6","","-1.9","","91","","","M","35","","41","","","M","99.98","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 05:00","2019","08","31","05:00","-0.5","","-2.0","","90","","","M","36","","43","","","M","100.00","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 06:00","2019","08","31","06:00","-0.4","","-1.7","","90","","","M","36","","46","","","M","100.01","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 07:00","2019","08","31","07:00","0.0","","-1.4","","90","","","M","1","","54","","","M","100.01","","","","-8","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 08:00","2019","08","31","08:00","0.2","","-1.4","","89","","","M","1","","56","","","M","99.99","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 09:00","2019","08","31","09:00","0.6","","-1.2","","88","","","M","1","","47","","","M","100.01","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 10:00","2019","08","31","10:00","0.8","","-0.9","","88","","","M","36","","49","","","M","100.01","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 11:00","2019","08","31","11:00","1.1","","-0.6","","88","","","M","1","","54","","","M","99.98","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 12:00","2019","08","31","12:00","1.1","","-0.5","","89","","","M","2","","59","","","M","99.96","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 13:00","2019","08","31","13:00","1.1","","-0.4","","90","","","M","1","","54","","","M","99.96","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 14:00","2019","08","31","14:00","1.1","","-0.3","","90","","","M","1","","49","","","M","99.98","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 15:00","2019","08","31","15:00","1.1","","-0.3","","90","","","M","1","","56","","","M","99.99","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 16:00","2019","08","31","16:00","1.0","","-0.4","","91","","","M","1","","56","","","M","99.97","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 17:00","2019","08","31","17:00","0.9","","-0.5","","91","","","M","1","","59","","","M","99.93","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 18:00","2019","08","31","18:00","0.8","","-0.5","","91","","","M","1","","66","","","M","99.85","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 19:00","2019","08","31","19:00","1.0","","-0.3","","91","","","M","2","","62","","","M","99.83","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 20:00","2019","08","31","20:00","1.0","","-0.2","","91","","","M","2","","64","","","M","99.83","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 21:00","2019","08","31","21:00","0.9","","-0.2","","92","","","M","2","","61","","","M","99.87","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 22:00","2019","08","31","22:00","0.7","","-0.3","","93","","","M","2","","54","","","M","99.91","","","","","","NA"
"-94.97","74.72","RESOLUTE BAY A","2403497","2019-08-31 23:00","2019","08","31","23:00","0.8","","-0.1","","93","","","M","2","","51","","","M","99.92","","","","","","NA"
